;ITALIAN
gui/menu/research/description/alien_flora_cultivation_lvl2;Una serie di potenziamenti per coltivatori e stazioni di raccolta che ne aumentano l'efficienza.
gui/menu/research/description/alien_flora_cultivation_lvl3;Una serie di potenziamenti per coltivatori e stazioni di raccolta che ne aumentano l'efficienza.
gui/menu/research/description/alien_research;Sblocca l'albero di ricerca aliena e garantisce l'accesso all'edificio del Laboratorio sul campo. Il Laboratorio analizza campioni di flora, fauna e minerali alieni mentre lo scanner biologico consente di ottenere tali campioni in modo più efficiente.
gui/menu/research/description/alien_research_lvl1;Primo livello dell'albero della ricerca aliena che porta alla scoperta di nuove tecnologie basate sulla flora e sulla fauna aliene.
gui/menu/research/description/alien_research_lvl2;Un set di potenziamenti che aumenta l'efficienza del Laboratorio. Aumenta anche il limite di edifici del Laboratorio a 2.
gui/menu/research/description/alien_research_lvl3;Un set di potenziamenti che aumenta l'efficienza del Laboratorio. Aumenta anche il limite di edifici del Laboratorio a 3.
gui/menu/research/description/alien_research_lvl4;Un set di potenziamenti che aumenta l'efficienza del Laboratorio. Aumenta anche il limite di edifici del Laboratorio a 4.
gui/menu/research/description/alien_research_lvl5;Un set di potenziamenti che aumenta l'efficienza del Laboratorio. Aumenta anche il limite di edifici del Laboratorio a 5.
gui/menu/research/description/armory_lvl2;Edificio Armeria potenziato con maggiore efficienza nella produzione di munizioni. Aumenta il limite dell'edificio Armeria a 2.
gui/menu/research/description/armory_lvl3;Edificio Armeria potenziato con maggiore efficienza nella produzione di munizioni. Aumenta il limite dell'edificio Armeria a 3.
gui/menu/research/description/armory_lvl4;Edificio Armeria potenziato con maggiore efficienza nella produzione di munizioni. Aumenta il limite dell'edificio Armeria a 4.
gui/menu/research/description/armory_lvl5;Edificio Armeria potenziato con maggiore efficienza nella produzione di munizioni. Aumenta il limite dell'edificio Armeria a 5.
gui/menu/research/description/automated_crystal_harvesting_lvl1;Questa tecnologia contiene progetti per un edificio Crystal Collector che ospita droni specializzati. I droni cercano cristalli nell'area di funzionamento dell'edificio e raccolgono automaticamente minerali.
gui/menu/research/description/automated_crystal_harvesting_lvl2;Versione migliorata del Crystal Collector, che aumenta il numero di droni collettori operativi contemporaneamente.
gui/menu/research/description/automated_crystal_harvesting_lvl3;Versione migliorata del Crystal Collector, che aumenta il numero di droni collettori operativi contemporaneamente.
gui/menu/research/description/auxiliary_buildings_lvl1;Contiene progetti di edifici con un ruolo di supporto per la base Riftbreaker, come gli edifici Radar.
gui/menu/research/description/auxiliary_buildings_lvl2;Progetti aggiornati per vari edifici di supporto.
gui/menu/research/description/auxiliary_buildings_lvl3;Progetti aggiornati per vari edifici di supporto.
gui/menu/research/description/base_shields_lvl1;Questa tecnologia sfrutta il plasma sovralimentato per formare uno scudo protettivo sugli edifici. Lo scudo è generato dagli edifici Shield Generator che coprono tutte le strutture all'interno della loro area operativa.
gui/menu/research/description/base_shields_lvl2;Aumenta la quantità di danni che lo scudo può assorbire prima di andare offline.
gui/menu/research/description/base_shields_lvl3;Aumenta la quantità di danni che lo scudo può assorbire prima di andare offline.
gui/menu/research/description/basic_alien_decorations;Questa serie di progetti utilizza elementi trovati su Galatea 37 in modo puramente decorativo, sotto forma di piante in vaso, cristalli e statue.
gui/menu/research/description/basic_decorations;In questa categoria rientrano anche i progetti di strutture non essenziali che hanno principalmente uno scopo decorativo, come lampade, pavimenti o bandiere.
gui/menu/research/description/basic_energy_production;Schemi per le fabbriche di risorse più basilari. Non sono le più efficienti, ma la bassa quantità di risorse necessarie per costruirle assicura che il Riftbreaker abbia sempre accesso a questi edifici.
gui/menu/research/description/basic_resource_production_lvl2;Versioni più efficienti delle fabbriche di risorse di base. I processi ottimizzati danno come risultato una resa di risorse migliore dalla stessa quantità di materie prime.
gui/menu/research/description/basic_resource_production_lvl3;Versioni più efficienti delle fabbriche di risorse di base. I processi ottimizzati danno come risultato una resa di risorse migliore dalla stessa quantità di materie prime.
gui/menu/research/description/basic_structures;Questi sono i progetti per gli edifici senza i quali nessun Riftbreaker potrebbe sopravvivere.
gui/menu/research/description/biomass_energy_lvl1;Questa tecnologia consente ai Riftbreaker di utilizzare la biomassa che raccolgono durante la loro missione per la produzione di energia. Queste centrali elettriche sono a basso costo e hanno un'elevata produzione, ma richiedono una fornitura costante di carburante.
gui/menu/research/description/biomass_energy_lvl2;Versioni migliorate di centrali elettriche a biomassa. Meno emissioni, maggiore produzione, nessun aumento del consumo di risorse rendono queste un grande miglioramento.
gui/menu/research/description/biomass_energy_lvl3;Versioni migliorate di centrali elettriche a biomassa. Meno emissioni, maggiore produzione, nessun aumento del consumo di risorse rendono queste un grande miglioramento.
gui/menu/research/description/buildings_handling;Un set di strumenti che consente al Riftbreaker di eseguire operazioni di massa sulle strutture all'interno della propria base: riparazioni, decostruzioni o potenziamenti.
gui/menu/research/description/carbonium_energy_lvl2;Versione potenziata della centrale elettrica al carbonio, che aumenta la produzione elettrica mantenendo bassi i costi delle risorse.
gui/menu/research/description/carbonium_energy_lvl3;Versione potenziata della centrale elettrica al carbonio, che aumenta la produzione elettrica mantenendo bassi i costi delle risorse.
gui/menu/research/description/carbonium_synthesizer_lvl1;Schemi tecnologici che consentono al Riftbreaker di costruire edifici che sintetizzano Carbonio e Ironio a discapito di grandi quantità di Energia.
gui/menu/research/description/carbonium_synthesizer_lvl2;Il processo di sintesi più raffinato descritto in questi progetti fornisce risultati migliori durante l'utilizzo delle strutture del sintetizzatore.
gui/menu/research/description/carbonium_synthesizer_lvl3;Il processo di sintesi più raffinato descritto in questi progetti fornisce risultati migliori durante l'utilizzo delle strutture del sintetizzatore.
gui/menu/research/description/consumable_gravity_grenade_advanced;L'esplosivo più potente contenuto in questa granata provoca un'esplosione molto più grande, pur mantenendo l'effetto di distorsione gravitazionale dell'originale.
gui/menu/research/description/consumable_gravity_grenade_extreme;L'esplosivo più potente contenuto in questa granata provoca un'esplosione molto più grande, pur mantenendo l'effetto di distorsione gravitazionale dell'originale.
gui/menu/research/description/consumable_gravity_grenade_standard;Questo esplosivo portatile contiene una miscela di isotopi rari. Quando esposto a una certa frequenza di radiazioni ionizzanti, il campione aumenta rapidamente la sua attrazione gravitazionale nell'area circostante per un paio di secondi prima di evaporare.
gui/menu/research/description/consumable_gravity_grenade_superior;L'esplosivo più potente contenuto in questa granata provoca un'esplosione molto più grande, pur mantenendo l'effetto di distorsione gravitazionale dell'originale.
gui/menu/research/description/consumable_grenade_advanced;Versione migliorata della granata standard, con danni migliorati e raggio di esplosione aumentato.
gui/menu/research/description/consumable_grenade_extreme;Versione migliorata della granata standard, con danni migliorati e raggio di esplosione aumentato.
gui/menu/research/description/consumable_grenade_standard;L'arma esplosiva più elementare. È monouso e infligge danni esplosivi nel suo raggio di esplosione. Esplode quando colpisce il bersaglio o dopo che la miccia si esaurisce.
gui/menu/research/description/consumable_grenade_superior;Versione migliorata della granata standard, con danni migliorati e raggio di esplosione aumentato.
gui/menu/research/description/consumable_nuclear_mine_advanced;Una versione potenziata della mina nucleare, contenente una porzione maggiore di materiale nucleare, nonché un detonatore più grande. Ne consegue un massiccio aumento della potenza di fuoco.
gui/menu/research/description/consumable_nuclear_mine_extreme;Una versione potenziata della mina nucleare, contenente una porzione maggiore di materiale nucleare, nonché un detonatore più grande. Ne consegue un massiccio aumento della potenza di fuoco.
gui/menu/research/description/consumable_nuclear_mine_standard;Questo dispositivo esplosivo richiede estrema cautela. È una bomba atomica in miniatura che viene innescata dal contatto con materia organica. Provoca danni enormi in un raggio molto ampio.
gui/menu/research/description/consumable_nuclear_mine_superior;Una versione potenziata della mina nucleare, contenente una porzione maggiore di materiale nucleare, nonché un detonatore più grande. Ne consegue un massiccio aumento della potenza di fuoco.
gui/menu/research/description/consumable_proximity_mine_advanced;Mina di prossimità potenziata. La combinazione di materiali utilizzati in questo dispositivo esplosivo determina un'esplosione più grande e una temperatura di esplosione più elevata.
gui/menu/research/description/consumable_proximity_mine_cryo_advanced;Versione potenziata della miniera criogenica di base. Carico utile di azoto aumentato, esplosione iniziale più potente.
gui/menu/research/description/consumable_proximity_mine_cryo_extreme;Versione potenziata della miniera criogenica di base. Carico utile di azoto aumentato, esplosione iniziale più potente.
gui/menu/research/description/consumable_proximity_mine_cryo_standard;L'azoto liquido altamente concentrato in questo esplosivo riduce drasticamente la temperatura nell'area dell'esplosione. I nemici colpiti subiscono danni dall'esplosione e vengono colpiti dal freddo.
gui/menu/research/description/consumable_proximity_mine_cryo_superior;Versione potenziata della miniera criogenica di base. Carico utile di azoto aumentato, esplosione iniziale più potente.
gui/menu/research/description/consumable_proximity_mine_extreme;Mina di prossimità potenziata. La combinazione di materiali utilizzati in questo dispositivo esplosivo determina un'esplosione più grande e una temperatura di esplosione più elevata.
gui/menu/research/description/consumable_proximity_mine_superior;Mina di prossimità potenziata. La combinazione di materiali utilizzati in questo dispositivo esplosivo determina un'esplosione più grande e una temperatura di esplosione più elevata.
gui/menu/research/description/consumable_repair_advanced;Questa tecnologia consente al Riftbreaker di creare pacchetti di nanobot più avanzati che eseguono riparazioni sul campo della Mecha-Suit.
gui/menu/research/description/consumable_repair_extreme;Questa tecnologia consente al Riftbreaker di creare pacchetti di nanobot più avanzati che eseguono riparazioni sul campo della Mecha-Suit.
gui/menu/research/description/consumable_repair_superior;Questa tecnologia consente al Riftbreaker di creare pacchetti di nanobot più avanzati che eseguono riparazioni sul campo della Mecha-Suit.
gui/menu/research/description/consumable_scanner_turret_advanced;Sensori più avanzati inseriti in questa versione della Bioscanner Turret consentono di operare più a lungo, di scansionare oggetti interessanti più velocemente e su un raggio molto più ampio. Ciò si traduce in una maggiore quantità di dati immessi nel database.
gui/menu/research/description/consumable_scanner_turret_extreme;Sensori più avanzati inseriti in questa versione della Bioscanner Turret consentono di operare più a lungo, di scansionare oggetti interessanti più velocemente e su un raggio molto più ampio. Ciò si traduce in una maggiore quantità di dati immessi nel database.
gui/menu/research/description/consumable_scanner_turret_standard;Questa stazione di scansione in miniatura utilizza più sensori altamente specializzati per scansionare tutti gli oggetti interessanti nella sua area di attività. Tutti i risultati della ricerca vengono caricati direttamente nel Laboratorio e immessi nel Riftbreaker Database.
gui/menu/research/description/consumable_scanner_turret_superior;Sensori più avanzati inseriti in questa versione della Bioscanner Turret consentono di operare più a lungo, di scansionare oggetti interessanti più velocemente e su un raggio molto più ampio. Ciò si traduce in una maggiore quantità di dati immessi nel database.
gui/menu/research/description/consumable_sentry_gun_advanced;Una versione leggermente più potente della Sentry Gun. Rimane operativa più a lungo grazie all'aumento della capacità della batteria.
gui/menu/research/description/consumable_sentry_gun_extreme;Una versione leggermente più potente della Sentry Gun. Rimane operativa più a lungo grazie all'aumento della capacità della batteria.
gui/menu/research/description/consumable_sentry_gun_standard;Un progetto per una torretta difensiva autogestita e realizzabile che traccia i bersagli nelle sue vicinanze. Se viene riconosciuto un nemico, la torretta aprirà automaticamente il fuoco. Non sono necessarie munizioni. Funziona per un periodo di tempo limitato.
gui/menu/research/description/consumable_sentry_gun_superior;Una versione leggermente più potente della Sentry Gun. Rimane operativa più a lungo grazie all'aumento della capacità della batteria.
gui/menu/research/description/cryo_technology;La ricerca su questa tecnologia consentirà al Riftbreaker di sviluppare una struttura che abbasserà la temperatura ambiente locale nel Bioma Magma. Ciò aprirà la possibilità di creare un avamposto permanente in quel bioma.
gui/menu/research/description/decorations_lvl2;Decorazioni – liv. 2
gui/menu/research/description/defensive_buildings_lvl1;Progetti per un set di strutture di base volte a dare alla base di Riftbreaker un certo grado di sicurezza. Sebbene non siano robusti, faranno un buon lavoro nel tenere le creature native fuori dalla tua base all'inizio della missione.
gui/menu/research/description/defensive_buildings_lvl2;Un set di potenziamenti per tutte le strutture difensive nella base di Riftbreaker. Questi edifici sono molto più resistenti dei loro predecessori.
gui/menu/research/description/defensive_buildings_lvl3;Un set di potenziamenti per tutte le strutture difensive nella base di Riftbreaker. Questi edifici sono molto più resistenti dei loro predecessori.
gui/menu/research/description/energy_storage_lvl2;Una nuova generazione di celle energetiche che consentono all'accumulo di energia di immagazzinare più carica elettrica contemporaneamente, pur mantenendo dimensioni relativamente ridotte.
gui/menu/research/description/energy_storage_lvl3;Una nuova generazione di celle energetiche che consentono all'accumulo di energia di immagazzinare più carica elettrica contemporaneamente, pur mantenendo dimensioni relativamente ridotte.
gui/menu/research/description/energy_walls_lvl1;Questo set di progetti consente a The Riftbreaker di costruire Energy Walls, barriere che utilizzano raggi laser altamente concentrati come fondamenta per la loro struttura. Non sono robusti come i muri solidi, ma molto più letali.
gui/menu/research/description/energy_walls_lvl2;Una serie più densa di emettitori laser rende questa versione del muro energetico molto più resistente alle interferenze esterne, aumentando sia la durevolezza della struttura sia i danni inflitti.
gui/menu/research/description/energy_walls_lvl3;Una serie più densa di emettitori laser rende questa versione del muro energetico molto più resistente alle interferenze esterne, aumentando sia la durevolezza della struttura sia i danni inflitti.
gui/menu/research/description/environmental_shielding_acid;Questa tecnologia protegge la Mecha-Suit e gli edifici Riftbreaker dai danni corrosivi causati da ambienti fortemente acidi. Questo è un potenziamento passivo (non richiede crafting).
gui/menu/research/description/environmental_shielding_heat;Questa tecnologia protegge la Mecha-Suit dai danni causati dal calore intenso nella Volcanic Zone. Questo è un potenziamento passivo (non richiede crafting).
gui/menu/research/description/environmental_shielding_radiation;Aggiunge uno strato di metallo leggero che assorbe le radiazioni e protegge il Riftbreaker e il suo delicato equipaggiamento dagli effetti negativi delle radiazioni ionizzanti. Questo è un potenziamento passivo (non richiede crafting).
gui/menu/research/description/environmental_shielding_sun;Aggiunge uno strato di rivestimento altamente riflettente sulla superficie di tutte le strutture nella base. Grazie a ciò, l'equipaggiamento e le strutture nella base sono protette dai danni causati dall'intensa radiazione solare. Questo è un potenziamento passivo (non richiede crafting).
gui/menu/research/description/floor_acid;Questa ricerca consente al Riftbreaker di costruire una variante speciale del pavimento, resistente a tutti i tipi di acidi organici e inorganici.
gui/menu/research/description/floor_desert;Questa variante di pavimento stabilizza il terreno sottostante, rendendolo una base perfetta se un Riftbreaker vuole costruire qualcosa su un terreno smosso, ad esempio una fossa di sabbie mobili. I nanotubi si estendono ben al di sotto del livello effettivo del pavimento per dare supporto all'intera struttura.
gui/menu/research/description/floor_magma;Una variante resistente al calore del pavimento di base Riftbreaker. Consente il trasferimento del calore dalla superficie al terreno, raffreddando efficacemente gli edifici sopra il pavimento.
gui/menu/research/description/fusion_energy_lvl1;La centrale elettrica più potente disponibile per l'umanità. Utilizza il processo di fusione nucleare per produrre enormi quantità di energia. Il sottoprodotto di questo processo è il plasma, che può essere immagazzinato e riutilizzato.
gui/menu/research/description/fusion_energy_lvl2;Questi progetti contengono una serie di ottimizzazioni e potenziamenti per la centrale a fusione, incrementandone ulteriormente la capacità di produzione di energia.
gui/menu/research/description/fusion_energy_lvl3;Questi progetti contengono una serie di ottimizzazioni e potenziamenti per la centrale a fusione, incrementandone ulteriormente la capacità di produzione di energia.
gui/menu/research/description/gas_energy_lvl1;Grazie a questa tecnologia è possibile generare elettricità utilizzando qualsiasi forma di gas naturale infiammabile. Il gas può essere estratto da tutte le forme di materia organica in decomposizione, rendendo le centrali elettriche a gas versatili.
gui/menu/research/description/gas_energy_lvl2;Questo potenziamento aumenta la portata dell'impianto a gas all'interno della centrale elettrica, incrementando il potenziale di produzione di energia.
gui/menu/research/description/gas_energy_lvl3;Questo potenziamento aumenta la portata dell'impianto a gas all'interno della centrale elettrica, incrementando il potenziale di produzione di energia.
gui/menu/research/description/headquarters_lvl3;Progetti che consentono al Riftbreaker di potenziare il proprio quartier generale con nuovi moduli e funzioni. I quartier generali potenziati possono supportare nuove strutture e sbloccare l'accesso a tecnologie migliori.
gui/menu/research/description/headquarters_lvl4;Progetti che consentono al Riftbreaker di potenziare il proprio quartier generale con nuovi moduli e funzioni. I quartier generali potenziati possono supportare nuove strutture e sbloccare l'accesso a tecnologie migliori.
gui/menu/research/description/headquarters_lvl5;Progetti che consentono al Riftbreaker di potenziare il proprio quartier generale con nuovi moduli e funzioni. I quartier generali potenziati possono supportare nuove strutture e sbloccare l'accesso a tecnologie migliori.
gui/menu/research/description/headquarters_lvl6;Progetti che consentono al Riftbreaker di potenziare il proprio quartier generale con nuovi moduli e funzioni. I quartier generali potenziati possono supportare nuove strutture e sbloccare l'accesso a tecnologie migliori.
gui/menu/research/description/headquarters_lvl7;Progetti che consentono al Riftbreaker di potenziare il proprio quartier generale con nuovi moduli e funzioni. I quartier generali potenziati possono supportare nuove strutture e sbloccare l'accesso a tecnologie migliori.
gui/menu/research/description/ionizer;La tecnologia di ionizzazione allo stato solido consente la creazione di plasma da materiali solidi come il palladio, grazie all'impiego della cattura ipersensibile dei bosoni a spostamento quantico.
gui/menu/research/description/ionizer_lvl2;La tecnologia di Ionizzazione allo Stato Solido consente la creazione di Plasma da materiali solidi come il Palladio grazie all'uso di cattura di bosoni a spostamento quantico ipersensibile.
gui/menu/research/description/ionizer_lvl3;La tecnologia di Ionizzazione allo Stato Solido consente la creazione di Plasma da materiali solidi come il Palladio grazie all'uso di cattura di bosoni a spostamento quantico ipersensibile.
gui/menu/research/description/liquid_compression_lvl1;Questa tecnologia consente a The Riftbreaker di costruire compressori e decompressori di liquidi. Queste strutture forniscono a The Riftbreaker la capacità di confezionare e trasportare liquidi in qualsiasi luogo all'interno del raggio della rete Rift.
gui/menu/research/description/liquid_compression_lvl2;L'acceleratore volumetrico migliorato in questa versione del progetto consente al Riftbreaker di trasferire più liquidi in modo molto più efficiente, aumentando sia la capacità di input che di output di questa tecnologia.
gui/menu/research/description/liquid_compression_lvl3;L'acceleratore volumetrico migliorato in questa versione del progetto consente al Riftbreaker di trasferire più liquidi in modo molto più efficiente, aumentando sia la capacità di input che di output di questa tecnologia.
gui/menu/research/description/magma_energy_lvl1;La ricerca su questa tecnologia consentirà al Riftbreaker di utilizzare il magma in centrali elettriche progettate appositamente per questo scopo. Fornisce un'abbondante fonte di energia nei luoghi in cui sono accessibili pozze di magma.
gui/menu/research/description/magma_energy_lvl2;Una struttura interna più robusta delle condotte, nonché regolatori di flusso migliorati per la centrale elettrica Magma. L'installazione di questo aggiornamento si tradurrà in una resa energetica molto più elevata.
gui/menu/research/description/magma_energy_lvl3;Una struttura interna più robusta delle condotte, nonché regolatori di flusso migliorati per la centrale elettrica Magma. L'installazione di questo aggiornamento si tradurrà in una resa energetica molto più elevata.
gui/menu/research/description/magnetic_stabilizer;Gli stabilizzatori magnetici inclusi in questa tecnologia sono necessari per aprire il portale a lungo raggio nella Rift Station. Lo stabilizzatore annulla le irregolarità nel campo elettromagnetico con l'uso del nodo antigravità nucleare.
gui/menu/research/description/magnetic_stabilizer_alien;Un approccio diverso al problema della stabilizzazione del Rift Station Portal. Questo edificio emula le proprietà comportamentali dei massi magnetici con l'uso di grandi quantità di risorse rare, ma eliminando del tutto la necessità di raffreddamento.
gui/menu/research/description/mech_basic_equipment;Il kit di strumenti di base di ogni Riftbreaker. Contiene l'equipaggiamento di autodifesa standard per il Mecha-Suit.
gui/menu/research/description/mech_basic_skills;Una raccolta dei programmi più basilari per la Mecha-Suit. Queste abilità di base sono pensate per aiutare il pilota a controllare il Mech automatizzando alcune delle funzioni più comunemente utilizzate.
gui/menu/research/description/mech_basic_upgrades;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_basic_weapons;Un set di progetti che forniscono al Riftbreaker i mezzi per creare le armi da mischia più basilari, così come le armi da fuoco. Sono sufficientemente forti per gli standard della Terra, ma potrebbero rivelarsi troppo deboli man mano che la missione procede.
gui/menu/research/description/mech_technology;Questo ramo di ricerca è interamente dedicato al beneficio del Mecha-Suit. I progetti e i moduli ricercati qui potenzieranno le abilità del Mech, gli forniranno nuovi materiali di consumo o persino armi completamente nuove.
gui/menu/research/description/mech_upgrade_alien_armor_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_alien_armor_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_alien_armor_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_alien_armor_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_armor_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_armor_extreme;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_armor_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_armor_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_combat_drones_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_combat_drones_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_combat_drones_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_combat_drones_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_drones_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_drones_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_drones_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_drones_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_fusion_core_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_fusion_core_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_fusion_core_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_fusion_core_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_machinery_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_machinery_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_machinery_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_machinery_superior;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_pistons_and_engine_advanced;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_pistons_and_engine_extreme ;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
gui/menu/research/description/mech_upgrade_pistons_and_engine_standard;Questi moduli possono essere installati in uno degli slot di potenziamento della Mecha-Suit. Contengono istruzioni e programmi che alterano il comportamento e le abilità della Mecha-Suit. Questi moduli hanno tutti proprietà uniche e possono essere usati in modo intercambiabile l'uno con l'altro.
