;ITALIAN
DIALOG/story/endgame/mech_hydroponic_upgrade_01_start_01;Inizio installazione della seconda Stazione di Flusso Nutrizionale per il Laboratorio di Sostenibilità Idroponica. Ashley, nota che gran parte della struttura sarà sotterranea: condotti nutrizionali, regolatori termici e pompe di circolazione.
DIALOG/story/endgame/ashley_hydroponic_upgrade_01_start_01;Mantenere l’infrastruttura interrata riduce l’impronta della Megastruttura in superficie. Una volta online questa unità, dovremmo vedere un aumento dell’efficienza della Torre Nanopollinatrice e una crescita più rapida della vegetazione locale.
DIALOG/story/endgame/mech_hydroponic_upgrade_01_complete_01;La seconda Stazione di Flusso Nutrizionale per il Laboratorio di Sostenibilità Idroponica è ora operativa. I sistemi di flusso risorse e di accelerazione delle piante rispondono normalmente.
DIALOG/story/endgame/ashley_hydroponic_upgrade_01_complete_01;Bene. Questo aumenterà ulteriormente l’efficienza di tutte le Stazioni di Raccolta presenti in questa località.
DIALOG/story/endgame/mech_hydroponic_upgrade_02_start_01;Dispiegamento di due Stazioni di Flusso Nutrizionale aggiuntive per il Laboratorio di Sostenibilità Idroponica.
DIALOG/story/endgame/ashley_hydroponic_upgrade_02_start_01;La flora galateana è unica perché può estrarre direttamente dal suolo la maggior parte delle risorse di cui abbiamo bisogno. Possiamo imparare a coltivare la maggior parte delle specie locali raccogliendone campioni con il Bioscanner o tramite raccolta.
DIALOG/story/endgame/mech_hydroponic_upgrade_02_start_02;Stai cercando di insegnarmi questa saggezza sconosciuta o stai parlando da sola, Ashley?
DIALOG/story/endgame/ashley_hydroponic_upgrade_02_start_02;Be’, sono contenta che tu sia così istruito.
DIALOG/story/endgame/mech_hydroponic_upgrade_02_start_03;Chi viaggia molto, molto sa.
DIALOG/story/endgame/mech_hydroponic_upgrade_02_complete_01;Le Stazioni di Flusso Nutrizionale Tre e Quattro per il Laboratorio di Sostenibilità Idroponica sono pienamente integrate.
DIALOG/story/endgame/ashley_hydroponic_upgrade_02_complete_01;Eccellente, questo accelererà ulteriormente la crescita delle piante.
DIALOG/story/endgame/mech_hydroponic_upgrade_03_start_01;Avvio installazione delle Stazioni di Flusso Nutrizionale Cinque e Sei. I sistemi di condutture più profonde vengono estesi per collegarle al collettore centrale sotto l’impianto.
DIALOG/story/endgame/ashley_hydroponic_upgrade_03_start_01;Bene. Ci serve solo un altro upgrade per completare questa Megastruttura.
DIALOG/story/endgame/mech_hydroponic_upgrade_03_complete_01;Le Stazioni Cinque e Sei per il Laboratorio di Sostenibilità Idroponica sono operative.
DIALOG/story/endgame/ashley_hydroponic_upgrade_03_complete_01;Ricevuto, Mr. Riggs. L’efficienza della struttura è ora al 75%. Ci serve solo un altro upgrade per supportare completamente un’Arcologia.
DIALOG/story/endgame/mech_hydroponic_upgrade_04_start_01;Upgrade finale in corso. Costruzione delle ultime due Stazioni di Flusso Nutrizionale per il Laboratorio di Sostenibilità Idroponica.
DIALOG/story/endgame/ashley_hydroponic_upgrade_04_start_01;Ben fatto, Mr. Riggs! Questo è l’ultimo upgrade per questa Megastruttura.
DIALOG/story/endgame/mech_hydroponic_upgrade_04_complete_01;Le Stazioni di Flusso Nutrizionale Sette e Otto per il Laboratorio di Sostenibilità Idroponica sono pienamente operative. Capacità di flusso completa raggiunta.
DIALOG/story/endgame/ashley_hydroponic_upgrade_04_complete_01;Fantastico! Questa Megastruttura è finalmente completa. Un altro segno sulla lista, Mr. Riggs. Questa struttura sarà sufficiente a supportare un’intera Arcologia.
DIALOG/story/endgame/mech_arcology_prep_01;Rapporto di stato: tutte le Megastrutture critiche sono pronte all’operazione. Laboratorio Cortex Quantico, Lente Ipergravitazionale, Centro di Controllo dello Sciame Nanobot e Laboratorio di Sostenibilità Idroponica sono stati completamente integrati con tutti i componenti necessari. Abbiamo raggiunto la soglia necessaria per avviare la costruzione dell’Officina di Arcologia.
DIALOG/story/endgame/ashley_arcology_prep_01;Questo edificio è diverso dalle altre Megastrutture. Richiede ancora più risorse delle precedenti, ma grazie ai progressi già compiuti possiamo costruirlo in un unico passaggio. Servirà come piattaforma di lavoro per la costruzione della prima Arcologia. Saremo pronti a iniziare quel progetto non appena la base sarà completa.
DIALOG/story/endgame/mech_arcology_start_01;Avvio il processo di costruzione dell’Officina di Arcologia. Questa struttura fungerà da sito principale di assemblaggio per sistemi habitat su larga scala, orbitali e di superficie.
DIALOG/story/endgame/ashley_arcology_start_01;Ci siamo finalmente, Mr. Riggs. Questo è il cuore di tutto ciò per cui abbiamo lavorato. Con l’Officina di Arcologia operativa, possiamo finalmente iniziare a costruire la prima Arcologia direttamente in orbita del pianeta.
DIALOG/story/endgame/mech_arcology_start_02;Questa Megastruttura è composta da più officine di nano‑fabbricazione specializzate e da un ascensore orbitale che trasporterà componenti prefabbricati e sciami di nanobot all’altitudine operativa ottimale. Tuttavia, il pozzo dell’ascensore non fornisce sufficiente resistenza strutturale per mantenere la piattaforma di assemblaggio all’altezza richiesta.
DIALOG/story/endgame/ashley_arcology_start_02;Ecco perché abbiamo costruito la Lente Ipergravitazionale. È abbastanza potente da mantenere l’intera struttura in orbita. Dobbiamo solo assicurarci che resti operativa per l’intera durata dell’assemblaggio. Altrimenti, la costruzione si fermerà.
DIALOG/story/endgame/mech_arcology_start_03;Questo tipo di lavoro in microgravità è di solito svolto in stazioni orbitali specializzate che dispongono di tutta l’infrastruttura necessaria in loco. Nel nostro caso useremo grandi sciami di nanobot a controllo remoto. Opereranno a grande distanza dalla nostra base. Il Centro di Controllo dello Sciame Nanobot dovrà rimanere online in ogni momento, altrimenti il processo si interromperà.
DIALOG/story/endgame/ashley_arcology_start_03;Il Laboratorio di Sostenibilità Idroponica non è un partecipante ovvio in questo processo, ma dovremo assicurarci che funzioni anch’esso. Il progetto Arcologia è per lo più autosostenibile per progettazione. Dobbiamo preparare vasti giardini idroponici a bordo della stazione per garantire il sostentamento della sua futura popolazione. 
DIALOG/story/endgame/mech_arcology_start_04;Tutte queste cose si potrebbero ottenere in modi molto più semplici, Ashley. Spero che la tua fiducia nelle persone che arriveranno qui non sia mal riposta.
DIALOG/story/endgame/ashley_arcology_start_04;Non è una questione di speranza, Mr. Riggs. Sono sia scienziata che soldato, e so che le probabilità sulle due facce della moneta non sono pari. Sto solo cercando di pareggiarle.
DIALOG/story/endgame/mech_arcology_end_01;Costruzione dell’Officina di Arcologia completata. Ashley, assicurati che tutte le restanti Megastrutture siano pienamente operative, poi avvicinati all’Officina per avviare il processo di assemblaggio. 
DIALOG/story/endgame/ashley_arcology_end_01;Ricevuto, Mr. Riggs
DIALOG/story/endgame/mech_arcology_assembly_start_01;Tutte le Megastrutture riportano stato operativo completo. Unità di nano‑fabbricazione online, stato del sollevatore orbitale — ok. L’Officina di Arcologia si sta accendendo. Avvio del processo di assemblaggio.
DIALOG/story/endgame/ashley_arcology_assembly_start_01;Uno spettacolo davvero magnifico. Questo è il varco verso la coabitazione guidata dalla tecnologia su Galatea 37. 
DIALOG/story/endgame/mech_arcology_assembly_paused_01;Il processo di assemblaggio dell’Arcologia è stato sospeso. Verifica che tutte le Megastrutture richieste siano pronte e in grado di funzionare simultaneamente. L’assemblaggio riprenderà automaticamente quando torneranno online.
DIALOG/story/endgame/mech_arcology_assembly_paused_02;Processo di assemblaggio dell’Arcologia interrotto. Controlla che tutte le Megastrutture richieste siano operative.
DIALOG/story/endgame/mech_arcology_assembly_end_01;Processo di assemblaggio dell’Arcologia completato. Tutti i sistemi sono stabili. Integrità strutturale verificata. Ancore gravitazionali abilitate. La prima Arcologia su Galatea 37 è parcheggiata in orbita geostazionaria.
DIALOG/story/endgame/ashley_arcology_assembly_end_01;Ce l’abbiamo fatta, Mr. Riggs. Non è solo una struttura: è la prova che la colonizzazione può essere fatta in un modo migliore. Abbiamo costruito una città che respirerà con il pianeta.
DIALOG/story/endgame/mech_arcology_assembly_end_02;I sistemi habitat sono online. Supporto vitale, agricoltura e controlli ambientali funzionano entro i parametri previsti. L’Arcologia è pronta a ricevere i suoi primi abitanti civili.
DIALOG/story/endgame/ashley_arcology_assembly_end_02;Siamo finalmente liberi, Mr. Riggs. Sento che possiamo tornare sulla Terra a testa alta.
DIALOG/story/endgame/mech_mega_rift_objective_01;Ashley, abbiamo finito di costruire tutte le Megastrutture e il processo di assemblaggio dell’arcologia è stato avviato. Abbiamo spuntato tutto dall’elenco. Hai altri obiettivi per noi o vuoi aspettare che il Comando dei Riftbreaker invii un altro Riftbreaker con un nuovo Core di Sincronizzazione Quantistica?
DIALOG/story/endgame/ashley_mega_rift_objective_01;No. Non li aspetteremo. Torniamo sulla Terra.
DIALOG/story/endgame/mech_mega_rift_objective_02;Cosa? Come pensi di farlo? Il Nucleo di Entanglement Quantistico della Stazione di Fenditura originale è stato distrutto quando il portale è collassato. Non abbiamo più una connessione funzionante con la Terra.
DIALOG/story/endgame/ashley_mega_rift_objective_02;Costruiamo una nuova Stazione di Fenditura. Una in scala completa — lo stesso tipo che ci ha spediti qui. È enorme e richiede quantità colossali di risorse, ma può inviarci verso una singola destinazione. Nessun Nucleo di Entanglement Quantistico necessario.
DIALOG/story/endgame/mech_mega_rift_objective_03;È assurdo, Ashley. Non è mai stato fatto prima. Non da un singolo Riftbreaker.
DIALOG/story/endgame/ashley_mega_rift_objective_03;Tutto ciò che abbiamo fatto su questo pianeta non è mai stato fatto prima. È letteralmente la descrizione del mio lavoro, Mr. Riggs.
DIALOG/story/endgame/mech_mega_rift_objective_04;Be’, su questo hai ragione, Ashley. Non posso negarlo.
DIALOG/story/endgame/ashley_mega_rift_objective_04;Ok, allora. Devi avere i progetti per una Stazione Primaria di Fenditura nel tuo repository di modelli di Nano‑Fabbricazione Comune. Abbiamo aumentato talmente tanto le nostre capacità di assemblaggio che dovremmo poterla costruire senza suddividere il processo in componenti separati.
DIALOG/story/endgame/mech_mega_rift_objective_05;Affermativo, Ashley. Possiamo iniziare a lavorare a una Stazione Primaria di Fenditura, ma non sono certo che riusciremo a completarla. I requisiti di costruzione sono un conto, le risorse necessarie per alimentarla sono un altro.
DIALOG/story/endgame/ashley_mega_rift_objective_05;Andiamo, Riggs. Non abbiamo niente di meglio da fare comunque. Pensiamo a dove piazzare questo mostro.
DIALOG/story/endgame/mech_mega_rift_start_01;Avvio costruzione della Stazione Primaria di Fenditura. Questa struttura supera la scala di tutte le Megastrutture costruite finora. È un magnifico monumento alla tua ostinazione e alla tua volontà di smentirmi. Anche se non riusciremo mai ad alimentarla a causa dei suoi requisiti di risorse folli.
DIALOG/story/endgame/ashley_mega_rift_start_01;Sei qui da troppo tempo, Mr. Riggs. Il tuo senso dell’umorismo sta peggiorando.
DIALOG/story/endgame/mech_mega_rift_start_02;Sto iniziando a sembrare troppo umano? Sei stata tu a farmi restare, ricordi?
DIALOG/story/endgame/ashley_mega_rift_start_02;Sì, e sono anche quella che sta cercando di riportarci a casa. Quindi perché non la smetti di lamentarti e mi dici di cosa abbiamo bisogno per mettere in moto tutta questa macchina appena sarà finita?
DIALOG/story/endgame/mech_mega_rift_start_03;Questa struttura è paradossalmente più semplice della Stazione di Fenditura che abbiamo costruito in precedenza. È composta da tre componenti principali: l’Arco del Portale di Fenditura, l’Acceleratore a Bobine Quantiche e la Raffineria del Condensato di Antimateria.
DIALOG/story/endgame/ashley_mega_rift_start_03;In che senso è semplice? 
DIALOG/story/endgame/mech_mega_rift_start_04;L’Acceleratore a Bobine Quantiche richiede molta energia, e la Raffineria del Condensato di Antimateria richiede grandi quantità di liquidi difficili da reperire. Potremo aprire la Fenditura non appena avremo raccolto tutto questo.
DIALOG/story/endgame/ashley_mega_rift_start_04;E per la sequenza di attivazione?
DIALOG/story/endgame/mech_mega_rift_start_05;Questa macchina è così potente che può essere attivata molto più velocemente della sua controparte più piccola. Una volta attivata, crea un Nucleo di Sincronizzazione Quantistica intrecciato con la stazione ed entra in stand‑by dopo il primo salto di fenditura. Un’altra Stazione di Fenditura più piccola deve essere costruita dall’altra parte per creare una connessione stabile a due vie tra i portali.
DIALOG/story/endgame/ashley_mega_rift_start_05;Ok, ok. Da lì in poi conosco la procedura. Questo è l’ultimo passo. Facciamolo.
DIALOG/story/endgame/mech_mega_rift_complete_01;Costruzione della Stazione Primaria di Fenditura completata. Integrità strutturale confermata. L’Acceleratore a Bobine Quantiche e la Raffineria del Condensato di Antimateria sono in attesa di input di risorse.
DIALOG/story/endgame/ashley_mega_rift_complete_01;Ricevuto, Mr. Riggs. Dovremo fornirle un’alimentazione energetica stabile e tutte le risorse liquide richieste per la Raffineria del Condensato di Antimateria. La rete di tubazioni attorno a questa cosa sarà un caos.
DIALOG/story/endgame/mech_mega_rift_ready_01;La Stazione di Fenditura Primaria è pronta all’attivazione. Tutte le risorse richieste sono state consegnate. I livelli energetici sono stabili e la diagnostica segnala piena prontezza operativa. Puoi avvicinarti per avviare la procedura di salto nella fenditura.
DIALOG/story/endgame/ashley_mega_rift_ready_01;Non so cosa dire. Ce l’abbiamo fatta, Mr. Riggs. Ora possiamo tornare a casa.
DIALOG/story/endgame/mech_mega_rift_ready_02;È vero, Ashley. Tutto ciò che devi fare ora è attivare il portale.
DIALOG/story/outro_endgame_ashley_01;I preparativi che abbiamo fatto sono stati impegnativi. Ogni Megastruttura, ogni modifica, ogni upgrade ci ha spinti al limite del possibile. Ma ha funzionato.
DIALOG/story/outro_endgame_ashley_02;Quando il portale verso la Terra si è finalmente aperto, sono riuscita a convincere il Comando dei Riftbreaker che non serviva una forza di pacificazione su larga scala.
DIALOG/story/outro_endgame_ashley_03;Invece, hanno mandato ingegneri e ricercatori — non soldati. Costruttori, non conquistatori.
DIALOG/story/outro_endgame_ashley_04;Il Progetto Arcologia ha dato ai primi coloni qualcosa che nessuna missione di colonizzazione aveva mai avuto prima: il tempo.
DIALOG/story/outro_endgame_ashley_05;Tempo per studiare il pianeta, tempo per capirlo, tempo per scegliere dove vivere senza distruggere ciò che già esisteva.
DIALOG/story/outro_endgame_ashley_06;La tecnologia è diventata il ponte tra due mondi — umani e Galatea — che lavorano insieme, non l’uno contro l’altro.
DIALOG/story/outro_endgame_ashley_07;Sono orgogliosa di ciò che abbiamo realizzato qui.
DIALOG/story/outro_endgame_ashley_08;Lo sforzo extra ha dato i suoi frutti e, forse, solo forse, abbiamo dimostrato che esiste un modo migliore per tendere alle stelle.
DIALOG/story/outro_endgame_ashley_09;È il momento di chiudere questo capitolo e andare avanti.
DIALOG/story/outro_endgame_ashley_10;Galatea 37 ha un futuro adesso — e anch’io.
DIALOG/story/outro_endgame_mech_01;L’avventura non aspetta mai, Ashley. E nemmeno noi dovremmo.
DIALOG/story/outro_endgame_ashley_11;Vediamo cosa ci aspetta oltre il prossimo portale.
gui/hud/objective_name/story/global.endgame.build_quantum_cortex_laboratory;Costruisci il Laboratorio Cortex Quantico.
gui/hud/objective_name/story/global.endgame;Coabitazione guidata dalla tecnologia:
gui/hud/objective_name/story/global.endgame.build_gravitational_hyper_lens;Costruisci la Lente Ipergravitazionale liv. 5.
gui/hud/objective_name/story/global.endgame.build_nanobot_center;Costruisci il Centro Nanobot liv. 5.
gui/hud/objective_name/story/global.endgame.build_hydroponic_lab;Costruisci il Laboratorio Idroponico liv. 5.
gui/hud/objective_name/story/global.endgame.arcology_workshop_build;Costruisci l’Officina di Arcologia.
gui/hud/objective_name/story/global.arcology_megastructures;Attiva le Megastrutture:
gui/hud/objective_name/story/global.arcology_megastructures.hydroponic;Laboratorio di Sostenibilità Idroponica.
gui/hud/objective_name/story/global.arcology_megastructures.nanobot;Centro di Controllo dello Sciame Nanobot.
gui/hud/objective_name/story/global.arcology_megastructures.ghl;Lente Ipergravitazionale.
gui/hud/objective_name/story/global.arcology_megastructures.workshop;Officina di Arcologia.
gui/hud/objective_name/story/global.arcology_megastructures.start;Attiva l’edificio Officina di Arcologia.
gui/hud/objective_name/story/global.arcology_megastructures.arcology_progress;Assemblaggio dell’Arcologia in corso:
gui/hud/objective_name/story/global.return_to_earth;Ritorno sulla Terra:
gui/hud/objective_name/story/global.return_to_earth.mega_rift_station_build;Costruisci la Stazione Primaria di Fenditura.
gui/hud/objective_name/story/global.return_to_earth.mega_rift_station_prepare;Prepara la Stazione Primaria di Fenditura all’attivazione.
gui/hud/objective_name/story/global.return_to_earth.mega_rift_station_activate;Attiva la Stazione Primaria di Fenditura.
